"Dictamen" "Antig_feina" "Vivenda" "Plaç" "Edat" "Estat_civil" "Registres" "Tipus_feina" "Despeses" "Ingressos" "Patrimoni" "Carrecs_pat" "Import_sol" "Preu_finan" "Rati_fin" "Estalvi"
"2248" "positiu" 3 "escriptura" 60 60 "casat" "reg_si" "altres sit" 45 67 10000 0 1000 1683 59.41770647653 1.32
"2249" "positiu" 7 "pares" 60 27 "casat" "reg_no" "autonom" 45 71 0 0 1500 1800 83.3333333333333 1.04
"2250" "positiu" 13 "lloguer" 60 36 "casat" "reg_no" "fixe" 84 92 0 0 1200 1271 94.4138473642801 0.4
"2251" "positiu" 15 "pares" 24 46 "casat" "reg_no" "fixe" 60 158 0 0 1000 1923 52.0020800832033 2.352
"2252" "positiu" 0 "escriptura" 12 65 "casat" "reg_no" "altres sit" 60 115 3500 0 200 431 46.4037122969838 3.3
"2253" "negatiu" 0 "lloguer" 24 30 "casat" "reg_no" "temporal" 83 80 0 0 500 650 76.9230769230769 -0.144
"2254" "positiu" 5 "lloguer" 60 37 "casat" "reg_no" "fixe" 93 176 0 0 1800 2450 73.469387755102 2.76666666666667
"2255" "positiu" 10 "escriptura" 36 56 "casat" "reg_si" "autonom" 90 321 26000 0 975 1576 61.8654822335025 8.52923076923077
"2256" "positiu" 7 "escriptura" 36 24 "casat" "reg_no" "fixe" 60 112 3500 0 1100 1460 75.3424657534247 1.70181818181818
"2257" "positiu" 2 "pares" 36 20 "solter" "reg_no" "autonom" 45 104 0 0 1000 1310 76.3358778625954 2.124
"2258" "negatiu" 0 "lloguer" 60 28 "casat" "reg_no" "fixe" 53 75 0 0 1100 1168 94.1780821917808 1.2
"2259" "positiu" 10 "escriptura" 24 50 "casat" "reg_no" "autonom" 60 100 4000 0 700 1461 47.9123887748118 1.37142857142857
"2260" "positiu" 2 "lloguer" 48 31 "solter" "reg_no" "fixe" 43 75 0 0 800 900 88.8888888888889 1.92
"2261" "positiu" 12 "escriptura" 48 51 "casat" "reg_no" "fixe" 60 80 10000 0 1600 1661 96.3275135460566 0.6
"2262" "positiu" 2 "lloguer" 60 30 "casat" "reg_no" "fixe" 92 170 0 0 1300 1525 85.2459016393443 3.6
"2263" "positiu" 20 "altres_viv" 60 62 "casat" "reg_no" "altres sit" 75 140 0 0 1300 1371 94.8212983223924 3
"2264" "negatiu" 0 "escriptura" 60 38 "casat" "reg_si" "temporal" 75 120 3500 0 1500 1702 88.1316098707403 1.8
"2265" "positiu" 12 "escriptura" 60 50 "casat" "reg_no" "fixe" 60 100 8000 0 1050 1657 63.3675316837658 2.28571428571429
"2266" "positiu" 15 "escriptura" 48 44 "casat" "reg_no" "fixe" 60 200 3500 200 800 1218 65.6814449917898 8.28
"2267" "negatiu" 0 "lloguer" 60 41 "casat" "reg_si" "fixe" 95 50 7000 4000 1600 1601 99.9375390381012 -3.1875
"2268" "negatiu" 20 "contr_privat" 60 40 "casat" "reg_no" "fixe" 75 83 3000 0 1300 1435 90.5923344947735 0.369230769230769
"2269" "positiu" 5 "escriptura" 60 37 "casat" "reg_si" "autonom" 75 75 12000 0 900 1014 88.7573964497041 0
"2270" "positiu" 18 "altres_viv" 48 50 "casat" "reg_no" "autonom" 75 62 5000 0 1700 2437 69.7578990562167 -0.367058823529412
"2271" "positiu" 6 "pares" 60 24 "divorciat" "reg_no" "fixe" 45 220 3000 0 1600 1700 94.1176470588235 6.5625
"2272" "positiu" 5 "escriptura" 36 46 "casat" "reg_no" "autonom" 60 100 4000 0 1100 1897 57.9862941486558 1.30909090909091
"2273" "positiu" 11 "lloguer" 24 26 "solter" "reg_no" "fixe" 59 137 2500 0 350 1158 30.2245250431779 5.34857142857143
"2274" "positiu" 1 "lloguer" 48 27 "solter" "reg_no" "fixe" 45 97 0 0 850 1000 85 2.93647058823529
"2275" "positiu" 22 "escriptura" 24 46 "casat" "reg_no" "fixe" 60 100 10500 0 900 1635 55.045871559633 1.06666666666667
"2276" "positiu" 2 "contr_privat" 48 34 "casat" "reg_no" "fixe" 90 170 6000 0 1280 1879 68.1213411389037 3
"2277" "negatiu" 6 "escriptura" 36 42 "casat" "reg_no" "fixe" 105 151 48000 0 1635 1635 100 1.01284403669725
"2278" "negatiu" 0 "escriptura" 36 21 "solter" "reg_si" "temporal" 35 115 2000 0 700 900 77.7777777777778 4.11428571428571
"2279" "positiu" 15 "altres_viv" 48 60 "casat" "reg_no" "fixe" 60 153 0 0 450 1188 37.8787878787879 9.92
"2280" "negatiu" 0 "altres_viv" 60 42 "casat" "reg_si" "fixe" 165 250 0 0 1300 1750 74.2857142857143 3.92307692307692
"2281" "positiu" 14 "lloguer" 60 46 "casat" "reg_no" "autonom" 67 67 0 0 1500 2250 66.6666666666667 0
"2282" "negatiu" 6 "altres_viv" 24 23 "solter" "reg_si" "fixe" 35 135 0 0 250 250 100 9.6
"2283" "positiu" 5 "lloguer" 48 29 "casat" "reg_no" "fixe" 78 177 4000 0 700 960 72.9166666666667 6.78857142857143
"2284" "negatiu" 2 "pares" 48 28 "divorciat" "reg_no" "autonom" 35 140 0 0 1000 1100 90.9090909090909 5.04
"2285" "positiu" 14 "lloguer" 48 43 "casat" "reg_no" "fixe" 54 85 2000 0 500 800 62.5 2.976
"2286" "positiu" 26 "escriptura" 48 42 "casat" "reg_no" "fixe" 60 95 6500 0 1180 1442 81.8307905686546 1.42372881355932
"2287" "positiu" 0 "pares" 36 32 "solter" "reg_no" "fixe" 35 119 3000 0 1000 1345 74.3494423791822 3.024
"2288" "positiu" 29 "escriptura" 12 53 "casat" "reg_no" "fixe" 45 145 27000 0 500 1230 40.650406504065 2.4
"2289" "positiu" 4 "lloguer" 48 28 "solter" "reg_no" "fixe" 45 100 0 0 750 954 78.6163522012579 3.52
"2290" "positiu" 4 "escriptura" 24 55 "casat" "reg_no" "autonom" 90 200 4500 0 800 1230 65.0406504065041 3.3
"2291" "positiu" 20 "escriptura" 6 59 "casat" "reg_no" "autonom" 60 70 3000 0 500 1402 35.6633380884451 0.12
"2292" "negatiu" 8 "escriptura" 60 40 "casat" "reg_si" "fixe" 75 96 4000 1700 2050 2050 100 0.117073170731707
"2293" "positiu" 1 "altres_viv" 60 20 "solter" "reg_no" "fixe" 35 85 0 0 850 1618 52.5339925834363 3.52941176470588
"2294" "negatiu" 20 "escriptura" 60 44 "casat" "reg_si" "autonom" 75 60 3000 0 1500 1912 78.4518828451883 -0.6
"2295" "negatiu" 5 "escriptura" 60 39 "casat" "reg_si" "autonom" 90 152 6000 0 1250 1600 78.125 2.976
"2296" "positiu" 15 "escriptura" 36 55 "casat" "reg_no" "autonom" 75 70 14000 600 600 850 70.5882352941177 -0.66
"2297" "positiu" 2 "lloguer" 36 31 "solter" "reg_no" "altres sit" 35 140 0 0 525 800 65.625 7.2
"2298" "positiu" 7 "escriptura" 60 33 "casat" "reg_no" "autonom" 75 138 4000 0 1400 2035 68.7960687960688 2.7
"2299" "positiu" 10 "escriptura" 60 41 "casat" "reg_no" "fixe" 75 187 2500 0 1150 1250 92 5.84347826086957
"2300" "positiu" 21 "altres_viv" 60 45 "vidu" "reg_no" "fixe" 45 110 0 0 650 1584 41.0353535353535 6
"2301" "negatiu" 2 "lloguer" 18 38 "casat" "reg_no" "temporal" 90 148 0 0 300 400 75 3.48
"2302" "positiu" 0 "escriptura" 36 41 "casat" "reg_no" "fixe" 75 89 5500 0 1000 1670 59.8802395209581 0.504
"2303" "positiu" 12 "lloguer" 60 36 "casat" "reg_no" "fixe" 56 106 0 0 1200 1823 65.825562260011 2.5
"2304" "negatiu" 3 "pares" 48 26 "casat" "reg_no" "autonom" 35 42 3500 0 150 816 18.3823529411765 2.24
"2305" "negatiu" 11 "escriptura" 48 34 "casat" "reg_si" "fixe" 90 198 4500 0 1650 2165 76.2124711316397 3.14181818181818
"2306" "negatiu" 2 "escriptura" 60 53 "casat" "reg_no" "altres sit" 60 40 5000 0 850 884 96.1538461538462 -1.41176470588235
"2307" "positiu" 22 "escriptura" 12 45 "casat" "reg_no" "fixe" 60 100 3000 0 400 1531 26.1267145656434 1.2
"2308" "positiu" 7 "escriptura" 48 37 "casat" "reg_no" "fixe" 75 145 6000 0 1250 1650 75.7575757575758 2.688
"2309" "negatiu" 2 "escriptura" 60 29 "casat" "reg_si" "fixe" 60 80 4000 0 1000 1248 80.1282051282051 1.2
"2310" "positiu" 20 "escriptura" 48 45 "casat" "reg_no" "autonom" 90 360 30000 0 1100 2500 44 11.7818181818182
"2311" "positiu" 7 "escriptura" 36 33 "casat" "reg_no" "fixe" 45 208 4000 0 500 1288 38.8198757763975 11.736
"2312" "negatiu" 14 "lloguer" 36 43 "casat" "reg_si" "fixe" 96 212 0 0 600 750 80 6.96
"2313" "positiu" 7 "escriptura" 18 40 "casat" "reg_si" "fixe" 75 169 4000 400 400 1717 23.296447291788 4.05
"2314" "positiu" 8 "contr_privat" 48 22 "casat" "reg_no" "fixe" 45 120 2500 1200 880 882 99.7732426303855 3.43636363636364
"2315" "positiu" 21 "lloguer" 36 42 "divorciat" "reg_si" "fixe" 53 180 0 0 850 950 89.4736842105263 5.37882352941176
"2316" "negatiu" 1 "lloguer" 48 41 "casat" "reg_no" "temporal" 89 136 0 0 1070 1378 77.6487663280116 2.10841121495327
"2317" "positiu" 1 "escriptura" 12 28 "casat" "reg_no" "temporal" 45 130 18000 2500 400 2575 15.5339805825243 1.8
"2318" "positiu" 14 "escriptura" 60 35 "casat" "reg_no" "fixe" 75 205 5000 0 1350 1442 93.619972260749 5.77777777777778
"2319" "positiu" 2 "altres_viv" 36 26 "casat" "reg_no" "fixe" 35 148 4000 0 700 1300 53.8461538461538 5.81142857142857
"2320" "positiu" 3 "pares" 60 25 "solter" "reg_no" "fixe" 35 174 0 0 1000 1252 79.8722044728434 8.34
"2321" "positiu" 14 "escriptura" 60 54 "casat" "reg_no" "fixe" 60 90 5000 0 800 1517 52.7356624917601 2.25
"2322" "positiu" 3 "contr_privat" 36 26 "casat" "reg_no" "autonom" 60 68 5000 90 900 1501 59.9600266489007 0.284
"2323" "negatiu" 0 "altres_viv" 36 22 "solter" "reg_no" "fixe" 35 95 0 0 800 800 100 2.7
"2324" "positiu" 10 "lloguer" 48 26 "solter" "reg_no" "fixe" 52 169 2000 0 1000 1242 80.5152979066023 5.616
"2325" "negatiu" 2 "pares" 60 34 "solter" "reg_si" "temporal" 35 103 0 0 1250 1293 96.6744006187162 3.264
"2326" "positiu" 3 "lloguer" 48 32 "casat" "reg_no" "fixe" 57 121 0 0 1200 1952 61.4754098360656 2.56
"2327" "negatiu" 10 "lloguer" 36 40 "casat" "reg_no" "fixe" 115 100 0 0 375 375 100 -1.44
"2328" "positiu" 1 "escriptura" 42 35 "casat" "reg_no" "fixe" 75 54 6000 0 1000 1900 52.6315789473684 -0.882
"2329" "positiu" 22 "lloguer" 60 47 "casat" "reg_no" "fixe" 56 114 0 0 1000 1163 85.9845227858985 3.48
"2330" "positiu" 11 "escriptura" 60 26 "casat" "reg_no" "fixe" 45 81 4000 1800 1000 1206 82.9187396351576 1.08
"2331" "negatiu" 1 "escriptura" 24 51 "casat" "reg_si" "autonom" 180 200 65000 0 1500 1753 85.5675984027382 0.32
"2332" "positiu" 0 "pares" 48 31 "solter" "reg_no" "temporal" 35 65 2500 0 1000 1560 64.1025641025641 1.44
"2333" "positiu" 17 "escriptura" 36 43 "casat" "reg_no" "fixe" 60 250 9000 0 1000 1204 83.0564784053156 6.84
"2334" "positiu" 12 "escriptura" 36 45 "casat" "reg_no" "fixe" 90 90 30000 0 750 1374 54.5851528384279 0
"2335" "positiu" 10 "lloguer" 48 33 "casat" "reg_no" "fixe" 100 103 0 0 950 1541 61.6482803374432 0.151578947368421
"2336" "positiu" 10 "lloguer" 36 31 "casat" "reg_no" "fixe" 61 164 5000 0 1000 1440 69.4444444444444 3.708
"2337" "positiu" 0 "pares" 24 29 "solter" "reg_no" "altres sit" 35 47 0 0 600 1243 48.2703137570394 0.48
"2338" "negatiu" 1 "altres_viv" 48 28 "casat" "reg_si" "fixe" 60 129 0 0 1300 1608 80.8457711442786 2.54769230769231
"2339" "positiu" 4 "lloguer" 60 25 "solter" "reg_no" "fixe" 50 150 0 0 1500 2600 57.6923076923077 4
"2340" "positiu" 1 "pares" 30 22 "solter" "reg_no" "fixe" 35 80 4000 0 600 850 70.5882352941177 2.25
"2341" "positiu" 11 "escriptura" 60 33 "vidu" "reg_no" "fixe" 45 90 8000 0 850 1105 76.9230769230769 3.17647058823529
"2342" "positiu" 5 "altres_viv" 60 31 "casat" "reg_no" "fixe" 75 95 2000 0 1100 1388 79.2507204610951 1.09090909090909
"2343" "negatiu" 7 "pares" 60 24 "solter" "reg_no" "fixe" 35 92 0 0 1618 1618 100 2.11372064276885
"2344" "positiu" 0 "escriptura" 18 39 "casat" "reg_no" "fixe" 75 47 3500 0 350 1236 28.3171521035599 -1.44
"2345" "positiu" 17 "escriptura" 36 42 "casat" "reg_no" "fixe" 45 115 4000 0 700 1631 42.9184549356223 3.6
"2346" "positiu" 1 "escriptura" 60 49 "casat" "reg_no" "temporal" 60 115 4000 0 1870 2622 71.3196033562166 1.76470588235294
"2347" "positiu" 20 "escriptura" 60 49 "casat" "reg_no" "fixe" 60 130 4000 0 1100 1738 63.2911392405063 3.81818181818182
"2348" "positiu" 22 "contr_privat" 60 36 "casat" "reg_no" "fixe" 75 190 3500 0 1300 1579 82.3305889803673 5.30769230769231
"2349" "positiu" 6 "escriptura" 48 34 "casat" "reg_no" "autonom" 90 275 4500 0 1100 1192 92.2818791946309 8.07272727272727
"2350" "negatiu" 4 "pares" 36 22 "solter" "reg_no" "fixe" 35 58 1000 0 400 525 76.1904761904762 2.07
"2351" "positiu" 0 "escriptura" 36 65 "casat" "reg_no" "altres sit" 45 75 5000 0 400 935 42.7807486631016 2.7
"2352" "positiu" 7 "escriptura" 24 39 "casat" "reg_no" "fixe" 75 260 10000 0 400 1100 36.3636363636364 11.1
"2353" "positiu" 24 "escriptura" 24 47 "casat" "reg_no" "fixe" 75 136 4000 0 435 935 46.524064171123 3.36551724137931
"2354" "positiu" 18 "pares" 60 32 "casat" "reg_no" "fixe" 75 152 5000 0 1400 1640 85.3658536585366 3.3
"2355" "positiu" 0 "pares" 60 25 "casat" "reg_no" "altres sit" 45 209 2000 0 900 1436 62.6740947075209 10.9333333333333
"2356" "positiu" 20 "escriptura" 60 41 "casat" "reg_no" "fixe" 75 186 8000 50 900 1700 52.9411764705882 7.36666666666667
"2357" "negatiu" 3 "pares" 60 41 "solter" "reg_si" "fixe" 35 90 0 0 949 949 100 3.47734457323498
"2358" "negatiu" 0 "escriptura" 60 23 "casat" "reg_no" "fixe" 45 120 4000 1000 1200 1476 81.3008130081301 3.25
"2359" "positiu" 2 "escriptura" 60 29 "casat" "reg_no" "fixe" 60 110 2000 0 1020 1648 61.8932038834951 2.94117647058824
"2360" "negatiu" 0 "escriptura" 60 39 "casat" "reg_si" "autonom" 45 80 6000 0 1100 1131 97.2590627763042 1.90909090909091
"2361" "positiu" 7 "escriptura" 48 42 "casat" "reg_no" "fixe" 60 132 8000 720 1000 1350 74.0740740740741 3.1104
"2362" "positiu" 3 "escriptura" 24 27 "casat" "reg_no" "fixe" 45 245 14000 0 500 2070 24.1545893719807 9.6
"2363" "positiu" 10 "escriptura" 48 34 "casat" "reg_no" "autonom" 75 200 19000 0 750 1590 47.1698113207547 8
"2364" "positiu" 3 "pares" 24 29 "solter" "reg_no" "fixe" 35 66 0 0 300 525 57.1428571428571 2.48
"2365" "negatiu" 9 "escriptura" 36 43 "casat" "reg_si" "autonom" 75 700 12000 0 1700 1730 98.2658959537572 13.2352941176471
"2366" "positiu" 30 "escriptura" 48 60 "casat" "reg_no" "autonom" 60 6 16000 0 1200 1636 73.3496332518337 -2.16
"2367" "positiu" 3 "escriptura" 18 24 "casat" "reg_no" "temporal" 45 185 3500 0 600 925 64.8648648648649 4.2
"2368" "positiu" 30 "altres_viv" 60 46 "casat" "reg_no" "fixe" 60 144 0 0 1350 1478 91.339648173207 3.73333333333333
"2369" "negatiu" 15 "escriptura" 48 50 "casat" "reg_no" "fixe" 60 215 5000 0 1800 2417 74.4724865535788 4.13333333333333
"2370" "positiu" 10 "lloguer" 48 28 "casat" "reg_no" "fixe" 56 108 0 0 1100 1684 65.3206650831354 2.26909090909091
"2371" "positiu" 1 "lloguer" 24 24 "casat" "reg_no" "temporal" 50 50 0 0 350 400 87.5 0
"2372" "positiu" 4 "pares" 60 23 "solter" "reg_no" "fixe" 35 80 10000 0 1000 1559 64.143681847338 2.7
"2373" "positiu" 7 "escriptura" 12 51 "casat" "reg_no" "autonom" 75 120 5000 0 250 375 66.6666666666667 2.16
"2374" "positiu" 6 "pares" 36 29 "casat" "reg_no" "fixe" 105 168 14000 0 650 679 95.7290132547865 3.48923076923077
"2375" "positiu" 14 "escriptura" 60 41 "casat" "reg_no" "fixe" 75 183 4000 1100 1500 2730 54.9450549450549 3.88
"2376" "positiu" 1 "pares" 60 24 "solter" "reg_no" "fixe" 35 90 0 0 800 994 80.4828973843058 4.125
"2377" "positiu" 25 "escriptura" 48 51 "casat" "reg_no" "fixe" 75 156 3000 0 700 1172 59.7269624573379 5.55428571428571
"2378" "positiu" 8 "escriptura" 36 31 "divorciat" "reg_no" "fixe" 35 102 3000 0 1000 1364 73.3137829912023 2.412
"2379" "negatiu" 5 "escriptura" 60 26 "solter" "reg_si" "autonom" 35 142 5500 3800 950 977 97.2364380757421 4.35789473684211
"2380" "positiu" 8 "escriptura" 54 31 "casat" "reg_no" "fixe" 75 280 14000 7000 850 1050 80.9523809523809 8.57647058823529
"2381" "positiu" 20 "escriptura" 60 54 "casat" "reg_no" "fixe" 60 195 15000 0 900 1430 62.9370629370629 9
"2382" "negatiu" 2 "lloguer" 36 23 "solter" "reg_no" "fixe" 43 79 0 0 900 1000 90 1.44
"2383" "positiu" 18 "contr_privat" 36 45 "casat" "reg_no" "fixe" 45 220 20000 0 800 1600 50 7.875
"2384" "positiu" 10 "escriptura" 36 39 "casat" "reg_no" "fixe" 90 122 3000 0 500 1472 33.9673913043478 2.304
"2385" "negatiu" 2 "pares" 36 39 "casat" "reg_si" "fixe" 60 87 0 0 2000 2300 86.9565217391304 0.486
"2386" "positiu" 20 "pares" 48 37 "solter" "reg_no" "fixe" 35 114 0 0 1200 2472 48.5436893203884 3.16
"2387" "negatiu" 20 "lloguer" 48 45 "solter" "reg_no" "autonom" 35 52 0 0 900 1300 69.2307692307692 0.906666666666667
"2388" "positiu" 7 "contr_privat" 60 24 "solter" "reg_no" "fixe" 35 187 4000 2400 1400 1480 94.5945945945946 5.48571428571429
"2389" "negatiu" 0 "lloguer" 48 23 "casat" "reg_no" "temporal" 45 26 0 0 1350 1562 86.4276568501921 -0.675555555555556
"2390" "negatiu" 3 "escriptura" 60 39 "casat" "reg_no" "autonom" 75 491 90000 0 4000 6700 59.7014925373134 6.24
"2391" "positiu" 22 "escriptura" 36 45 "casat" "reg_no" "fixe" 75 250 10000 0 500 1026 48.7329434697856 12.6
"2392" "positiu" 10 "lloguer" 60 38 "casat" "reg_si" "fixe" 110 204 0 0 1500 1531 97.9751796211626 3.76
"2393" "positiu" 20 "lloguer" 24 40 "casat" "reg_no" "fixe" 77 165 0 0 500 1532 32.6370757180157 4.224
"2394" "positiu" 20 "escriptura" 36 36 "casat" "reg_si" "fixe" 75 130 3500 0 1500 2000 75 1.32
"2395" "positiu" 2 "pares" 24 26 "solter" "reg_no" "fixe" 35 79 0 0 590 894 65.9955257270693 1.78983050847458
"2396" "positiu" 22 "lloguer" 36 51 "solter" "reg_si" "autonom" 35 102 0 0 350 950 36.8421052631579 6.89142857142857
"2397" "positiu" 7 "escriptura" 60 34 "divorciat" "reg_no" "fixe" 35 96 8000 0 850 1213 70.0741962077494 4.30588235294118
"2398" "positiu" 5 "escriptura" 60 39 "casat" "reg_no" "autonom" 75 85 4000 0 1200 1463 82.0232399179768 0.5
"2399" "negatiu" 2 "lloguer" 48 37 "divorciat" "reg_si" "autonom" 35 150 0 0 2000 3900 51.2820512820513 2.76
"2400" "negatiu" 13 "lloguer" 60 50 "solter" "reg_no" "fixe" 42 66 0 0 800 865 92.485549132948 1.8
"2401" "positiu" 17 "altres_viv" 60 46 "casat" "reg_no" "fixe" 75 155 0 0 2000 2086 95.8772770853308 2.4
"2402" "positiu" 8 "escriptura" 24 46 "casat" "reg_no" "autonom" 75 158 15000 0 1000 1603 62.3830318153462 1.992
"2403" "positiu" 0 "escriptura" 12 22 "casat" "reg_no" "altres sit" 75 100 50000 8000 900 2327 38.6764073914912 -0.733333333333333
"2404" "negatiu" 0 "pares" 36 35 "casat" "reg_no" "autonom" 75 170 0 0 1450 1500 96.6666666666667 2.35862068965517
"2405" "positiu" 6 "lloguer" 36 31 "divorciat" "reg_no" "fixe" 49 140 0 0 550 999 55.0550550550551 5.95636363636364
"2406" "positiu" 4 "escriptura" 24 32 "casat" "reg_no" "temporal" 45 158 5500 0 500 1839 27.1886895051659 5.424
"2407" "positiu" 20 "contr_privat" 48 40 "casat" "reg_no" "fixe" 75 144 7000 0 500 980 51.0204081632653 6.624
"2408" "positiu" 38 "lloguer" 12 66 "casat" "reg_no" "fixe" 79 340 0 0 700 1568 44.6428571428571 4.47428571428571
"2409" "positiu" 26 "lloguer" 60 50 "casat" "reg_no" "fixe" 85 250 0 0 1000 1297 77.1010023130301 9.9
"2410" "positiu" 3 "escriptura" 12 30 "casat" "reg_no" "fixe" 60 296 4500 2000 200 1338 14.9476831091181 12.96
"2411" "negatiu" 5 "pares" 48 24 "solter" "reg_no" "temporal" 35 139 2000 0 1000 1492 67.0241286863271 4.992
"2412" "positiu" 12 "escriptura" 60 28 "casat" "reg_si" "fixe" 75 110 3500 1394 900 1082 83.1792975970425 1.404
"2413" "negatiu" 1 "pares" 24 23 "solter" "reg_no" "temporal" 35 70 0 0 500 640 78.125 1.68
"2414" "positiu" 4 "escriptura" 60 41 "casat" "reg_no" "fixe" 45 87 6500 0 1100 1670 65.8682634730539 2.29090909090909
"2415" "negatiu" 13 "contr_privat" 60 38 "casat" "reg_no" "fixe" 90 108 1500 30 1400 1410 99.290780141844 0.758571428571429
"2416" "positiu" 1 "pares" 36 21 "casat" "reg_no" "fixe" 45 90 2000 0 1200 1350 88.8888888888889 1.35
"2417" "positiu" 5 "pares" 60 21 "solter" "reg_no" "fixe" 45 56 0 0 1400 2067 67.7310111272375 0.471428571428571
"2418" "positiu" 10 "lloguer" 36 46 "casat" "reg_no" "fixe" 114 235 0 0 500 1531 32.6583932070542 8.712
"2419" "negatiu" 1 "pares" 60 36 "casat" "reg_no" "temporal" 60 60 0 0 1400 1612 86.848635235732 0
"2420" "positiu" 3 "lloguer" 36 20 "solter" "reg_no" "temporal" 58 225 0 0 1500 2050 73.1707317073171 4.008
"2421" "negatiu" 5 "lloguer" 60 40 "casat" "reg_si" "autonom" 54 89 0 0 1200 1457 82.3610157858614 1.75
"2422" "negatiu" 2 "contr_privat" 36 32 "casat" "reg_no" "fixe" 75 80 2500 0 1300 1813 71.7043574186431 0.138461538461538
"2423" "negatiu" 19 "lloguer" 60 37 "divorciat" "reg_si" "fixe" 41 63 0 0 2700 2957 91.3087588772405 0.488888888888889
"2424" "positiu" 1 "escriptura" 60 52 "casat" "reg_no" "fixe" 60 250 3000 0 1550 1850 83.7837837837838 7.35483870967742
"2425" "positiu" 5 "contr_privat" 24 32 "divorciat" "reg_no" "autonom" 35 143 8000 0 600 1350 44.4444444444444 4.32
"2426" "positiu" 7 "lloguer" 60 30 "casat" "reg_no" "fixe" 42 73 0 0 950 1169 81.2660393498717 1.95789473684211
"2427" "positiu" 25 "lloguer" 60 48 "casat" "reg_no" "fixe" 103 126 3500 0 1450 1575 92.0634920634921 0.951724137931034
"2428" "positiu" 11 "escriptura" 36 32 "casat" "reg_no" "fixe" 60 101 12000 2400 965 1265 76.2845849802372 0.63419689119171
"2429" "negatiu" 27 "escriptura" 60 58 "casat" "reg_no" "autonom" 60 60 15000 0 1450 1657 87.5075437537719 0
"2430" "positiu" 19 "escriptura" 60 56 "casat" "reg_no" "fixe" 45 169 7000 0 1400 1714 81.6802800466744 5.31428571428571
"2431" "negatiu" 2 "lloguer" 48 48 "casat" "reg_si" "altres sit" 109 193 0 0 1140 1143 99.737532808399 3.53684210526316
"2432" "positiu" 5 "lloguer" 24 41 "divorciat" "reg_no" "fixe" 44 90 0 0 550 1319 41.6982562547384 2.00727272727273
"2433" "positiu" 10 "pares" 24 40 "casat" "reg_no" "temporal" 60 116 2000 0 480 620 77.4193548387097 2.8
"2434" "negatiu" 1 "pares" 48 21 "solter" "reg_no" "temporal" 35 60 0 0 1350 1601 84.3222985633979 0.888888888888889
"2435" "positiu" 6 "pares" 48 24 "solter" "reg_no" "fixe" 35 107 6500 1172 1000 1200 83.3333333333333 2.89344
"2436" "positiu" 22 "escriptura" 18 57 "casat" "reg_si" "fixe" 45 150 6000 0 500 1727 28.9519397799653 3.78
"2437" "negatiu" 0 "lloguer" 48 54 "casat" "reg_no" "autonom" 135 500 0 0 2000 2476 80.7754442649435 8.76
"2438" "negatiu" 6 "pares" 36 31 "solter" "reg_si" "autonom" 35 319 0 0 1200 1730 69.364161849711 8.52
"2439" "positiu" 3 "altres_viv" 36 40 "casat" "reg_no" "fixe" 60 90 0 0 400 1661 24.0818783865141 2.7
"2440" "positiu" 2 "escriptura" 12 32 "casat" "reg_no" "autonom" 45 122 5000 500 350 625 56 2.46857142857143
"2441" "positiu" 1 "pares" 60 30 "casat" "reg_no" "autonom" 60 93 0 0 1600 1647 97.1463266545234 1.2375
"2442" "positiu" 18 "escriptura" 36 42 "casat" "reg_no" "fixe" 75 121 2000 150 900 1633 55.1132884262094 1.78
"2443" "positiu" 2 "pares" 24 23 "solter" "reg_no" "temporal" 35 93 2500 0 230 670 34.3283582089552 6.05217391304348
"2444" "positiu" 17 "lloguer" 48 36 "casat" "reg_no" "fixe" 61 162 0 0 1000 1641 60.938452163315 4.848
"2445" "negatiu" 0 "lloguer" 48 42 "casat" "reg_no" "temporal" 75 50 0 0 1300 1400 92.8571428571429 -0.923076923076923
"2446" "positiu" 2 "pares" 36 24 "casat" "reg_si" "autonom" 45 140 0 0 1000 2223 44.9842555105713 3.42
"2447" "positiu" 9 "escriptura" 60 53 "casat" "reg_no" "autonom" 60 51 8000 3000 1450 1970 73.6040609137056 -1.61379310344828
"2448" "positiu" 11 "lloguer" 60 29 "casat" "reg_no" "fixe" 74 135 0 0 1000 1097 91.1577028258888 3.66
"2449" "negatiu" 3 "escriptura" 48 53 "casat" "reg_no" "altres sit" 75 60 3000 0 1500 1637 91.6310323762981 -0.48
"2450" "positiu" 2 "pares" 60 23 "solter" "reg_no" "fixe" 35 106 0 0 820 1097 74.7493163172288 5.19512195121951
"2451" "positiu" 32 "pares" 42 53 "casat" "reg_no" "autonom" 60 160 0 0 200 829 24.1254523522316 21
"2452" "negatiu" 8 "pares" 60 28 "solter" "reg_si" "fixe" 35 76 0 0 1300 1550 83.8709677419355 1.89230769230769
"2453" "negatiu" 1 "escriptura" 60 40 "casat" "reg_no" "fixe" 45 103 3000 180 1700 1777 95.6668542487338 1.98352941176471
"2454" "positiu" 24 "altres_viv" 60 40 "casat" "reg_no" "fixe" 45 115 0 0 1250 1461 85.5578370978782 3.36
"2455" "negatiu" 1 "pares" 30 23 "solter" "reg_no" "autonom" 35 60 0 0 800 1452 55.0964187327824 0.9375
"2456" "positiu" 15 "lloguer" 48 55 "vidu" "reg_no" "fixe" 62 173 0 0 1100 1467 74.9829584185412 4.84363636363636
"2457" "positiu" 24 "escriptura" 48 48 "casat" "reg_no" "fixe" 75 90 3000 0 400 975 41.025641025641 1.8
